46,168,MAPC,Marblehead,35,40,40,27,20,30,20,33,26,25,0,0,0,0,0,1,1,0,1,0,157,142,213,228,187,207,217,222,188,234,6,1,3,3,4,4,6,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,2,2,3,8,3,1,4,0,3,2,2,2,3,8,4,1,2,2,2,2,7,7,7,5,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,1,2,2,3,1,3,2,0,2,1,1,2,2,3,1,3,23,6,19,12,13,20,21,28,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,0,1,1,0,0,1,0,5,0,0
47,170,MAPC,Marlborough,302,379,350,319,313,201,228,246,243,221,2,1,1,3,4,1,0,3,2,0,1103,1272,1129,1161,1054,849,1107,1219,1137,1184,4,5,9,5,10,6,4,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,9,6,2,1,2,7,4,3,3,0,9,6,2,2,2,8,6,11,14,11,7,8,12,13,11,16,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,3,2,4,4,4,6,7,10,8,14,3,3,4,4,4,6,7,13,8,15,51,70,58,60,62,65,68,98,70,77,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,8,13,9,7,7,4,14,11,6,15,12,17,11,15,9,4,17,12,6
48,171,MAPC,Marshfield,147,153,149,117,115,96,80,125,108,116,3,4,1,2,3,1,2,2,1,0,442,462,440,395,407,376,352,397,394,411,5,1,6,1,6,1,2,5,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,3,1,3,0,1,4,2,3,6,1,4,1,3,0,1,4,2,3,4,1,7,2,2,2,2,5,5,3,1,1,1,0,2,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,1,2,0,2,2,4,4,1,1,0,1,2,0,2,2,4,4,1,24,22,15,11,16,20,21,27,24,33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,5,4,5,2,2,2,1,5,0,7,7,7,6,3,2,2,1,7,0,8
49,174,MAPC,Maynard,27,30,23,20,20,17,16,10,13,12,0,0,0,0,0,0,0,0,0,0,128,160,106,118,106,112,112,77,67,119,1,3,0,0,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,10,5,4,5,7,6,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
50,175,MAPC,Medfield,56,51,56,47,35,41,46,40,29,37,1,0,1,0,0,2,0,0,0,0,166,176,206,189,171,167,172,167,171,156,3,2,3,3,1,2,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,3,1,2,1,1,0,2,1,1,3,3,1,2,1,1,0,2,1,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,2,0,0,2,0,10,11,11,7,13,9,14,8,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,1,2,0,4,0,0,2,0,1,3,2,3,0,6
51,176,MAPC,Medford,379,476,504,473,490,348,224,153,279,309,1,4,1,2,1,3,1,0,2,2,1350,1619,1758,1662,1480,1134,715,378,932,1051,14,11,11,25,21,14,4,1,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,12,13,9,3,0,4,11,9,8,6,14,13,11,3,0,4,12,19,24,27,32,22,20,20,6,30,22,1,1,1,2,0,1,0,0,1,1,1,1,1,2,0,1,0,0,1,1,9,15,14,17,15,13,11,6,19,14,9,17,14,19,15,15,11,8,20,15,74,93,82,96,111,98,40,33,78,77,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,13,16,13,11,23,19,5,7,7,5,17,24,14,13,30,27,6,7,8,5
52,177,MAPC,Medway,73,74,59,45,55,51,67,13,80,66,2,1,1,0,0,1,1,0,1,0,218,207,181,183,164,165,180,27,162,172,0,2,1,1,2,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,2,0,4,1,1,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14,15,11,9,6,4,6,3,5,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,1,0,1,0,0,1,2,0,6,5,1,0,1,0,0,3,3,0
53,178,MAPC,Melrose,117,133,105,99,103,111,109,111,84,102,0,1,0,2,1,0,0,0,0,2,288,372,330,359,367,284,307,294,298,307,2,4,2,1,3,5,3,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,5,2,5,4,3,1,2,2,1,1,5,2,5,4,3,9,5,3,1,10,12,10,7,9,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,5,2,0,8,8,8,4,8,5,6,5,2,0,9,10,10,4,9,6,25,31,24,20,21,20,28,21,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,1,0,2,1,4,0,2,2,8,4,1,0,4,1,5,0,5
54,184,MAPC,Middleton,86,55,75,55,57,34,45,51,55,75,0,0,0,0,0,1,0,0,0,0,223,199,191,187,144,154,172,169,202,211,1,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,11,15,8,14,7,7,9,8,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,0,2,4,0,1,1,3,4,9,4,0,2,5,0,1,2
55,185,MAPC,Milford,129,145,121,139,111,216,240,252,227,237,1,1,1,2,1,0,1,4,0,0,391,459,471,433,334,939,956,1077,1002,972,1,1,2,0,3,5,4,9,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,9,6,3,1,0,0,0,1,2,4,9,6,3,1,3,5,3,0,12,6,6,10,14,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,6,2,4,8,12,1,0,2,0,0,6,2,5,8,12,19,17,26,20,8,44,53,54,48,46,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,4,3,4,1,5,11,9,6,3,8,7,3,5,1,5,11,11,8,6
56,187,MAPC,Millis,34,45,31,24,56,34,27,16,24,18,0,1,0,1,0,1,1,2,0,0,93,112,81,82,106,75,60,48,48,41,2,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,6,9,5,4,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,0,1,0,1,0,2,0,0
57,189,MAPC,Milton,346,353,319,339,302,276,286,254,291,267,4,4,4,2,0,0,0,0,4,3,634,813,802,781,789,572,606,512,557,592,1,0,1,3,7,3,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,1,4,0,0,2,0,2,2,1,1,1,4,5,10,1,6,7,7,8,6,8,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,5,0,3,5,4,5,4,5,4,2,8,0,5,5,4,6,4,7,4,40,48,39,46,56,33,50,28,39,35,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,17,12,16,17,8,13,6,12,9,15,19,15,31,21,8,16,8,17,13
58,196,MAPC,Nahant,2,2,4,5,2,5,4,7,3,3,0,0,0,0,0,0,0,0,0,0,8,21,21,13,13,10,17,16,7,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,198,MAPC,Natick,244,249,258,212,240,155,212,145,145,182,0,5,1,0,0,0,2,3,0,0,909,1179,1136,1123,1059,777,936,901,773,918,7,3,12,10,13,9,11,7,11,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,8,10,9,7,9,6,10,10,4,2,8,10,9,7,9,6,11,10,5,3,7,6,13,7,7,6,11,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,4,3,10,5,6,5,11,4,4,3,4,3,12,6,6,5,12,5,49,64,60,51,56,40,34,33,30,48,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,5,6,7,3,3,4,4,1,2,7,5,6,8,7,6,5,6,1,2,7
60,199,MAPC,Needham,177,162,206,158,135,152,122,108,156,176,0,0,2,1,0,1,1,0,0,0,572,633,640,639,569,492,429,494,450,517,3,6,10,6,9,7,7,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,2,6,5,6,5,4,1,1,2,6,2,6,5,6,5,4,1,5,5,2,9,6,8,6,4,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,6,4,6,5,2,4,3,3,3,0,6,4,6,5,2,4,3,36,60,45,36,38,36,38,34,39,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,7,7,10,7,3,7,6,6,9,15,12,7,11,7,3,7,11,6
61,207,MAPC,Newton,543,712,698,638,593,500,501,508,545,542,2,1,3,3,2,0,4,1,3,2,1754,2470,2326,2273,2049,1591,1433,1479,1493,1485,19,22,20,39,31,30,32,37,45,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13,16,16,34,21,20,22,28,37,22,14,17,16,36,23,20,23,29,37,22,40,38,35,46,46,43,47,45,57,53,0,0,2,0,1,0,0,0,2,2,0,0,2,0,1,0,0,0,2,2,35,24,23,36,35,28,35,35,48,39,42,25,25,37,42,30,35,36,51,43,104,140,143,123,155,132,98,137,98,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,26,15,12,14,21,14,13,14,25,24,34,18,14,17,23,30,17,19
62,208,MAPC,Norfolk,52,34,28,19,18,28,24,23,27,23,0,0,1,1,0,0,0,0,0,1,133,122,114,109,105,102,102,79,81,97,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,11,4,6,7,12,5,8,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,1,0,1,0,0,3,0,0,0,4
63,213,MAPC,North Reading,65,67,98,112,78,60,67,71,35,35,0,0,1,1,0,1,0,1,0,0,172,209,253,234,195,141,154,147,129,135,1,2,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,2,2,0,0,0,1,1,3,2,3,2,3,0,0,0,0,2,1,1,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,2,1,0,0,0,0,2,0,1,1,2,1,0,0,0,15,19,11,13,11,8,9,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,3,1,1,3,2,1,4,3,1,3,5,1,1,4,2,1
64,219,MAPC,Norwell,136,121,112,96,100,66,79,78,63,135,0,3,0,0,1,2,2,1,0,3,282,336,315,286,237,192,198,230,152,279,2,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,2,2,2,1,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,0,0,1,0,1,2,0,1,1,3,0,1,1,0,1,12,12,19,12,6,5,6,16,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,2,2,1,3,0,3,6,1,2,3,6,2,3,4,0,4
65,220,MAPC,Norwood,270,278,232,264,174,163,175,140,207,207,3,0,0,2,0,0,3,3,0,3,623,771,729,729,630,467,436,457,498,483,6,7,10,4,3,3,4,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,3,3,2,1,4,4,3,5,5,7,3,3,2,1,4,5,4,11,7,9,16,9,9,13,11,11,12,2,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,2,0,0,8,6,7,10,4,7,10,4,8,7,10,6,7,12,4,7,10,4,9,7,45,42,51,41,29,30,21,31,23,43,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,11,9,9,9,9,4,2,3,3,13,14,11,9,12,14,4,2,3,5,19
66,229,MAPC,Peabody,452,525,438,425,352,266,217,367,384,322,4,3,3,1,3,1,1,3,3,4,1067,1318,1177,1147,1003,744,559,1004,1161,1163,13,5,2,5,4,3,4,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,2,4,2,3,8,6,3,8,3,1,2,4,4,3,8,6,3,7,17,14,14,7,5,6,12,23,17,1,1,0,0,1,0,0,1,0,2,1,1,0,0,1,0,0,1,0,2,6,12,9,8,5,5,6,7,18,12,7,12,9,9,5,5,6,7,20,13,59,66,66,50,51,38,35,64,58,74,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,14,14,13,12,13,4,8,9,9,4,21,19,17,14,22,5,9,9,9,8
67,231,MAPC/OCPC,Pembroke,181,156,157,154,117,104,96,129,118,137,1,0,0,2,0,1,2,1,0,0,439,417,370,407,339,311,319,291,310,320,4,2,2,1,2,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,2,2,3,1,0,1,3,1,2,1,4,2,3,1,0,1,3,2,4,3,3,4,2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3,1,2,1,5,3,2,2,3,3,3,1,2,1,5,15,19,8,17,20,16,15,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,3,2,6,9,3,3,0,7,4,2,3,4,9,21,3,3
68,243,MAPC,Quincy,721,896,780,703,710,630,617,551,617,557,6,4,8,1,5,4,2,4,7,1,2237,2706,2599,2506,2260,1872,1782,1750,1871,1995,21,17,11,15,12,21,15,21,27,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11,11,5,8,7,12,13,11,16,14,12,11,5,8,7,12,13,11,16,14,57,59,63,56,66,55,49,65,85,70,0,1,4,1,1,1,1,0,5,0,0,1,4,1,1,1,1,0,5,0,38,36,40,38,41,31,39,48,56,48,39,38,42,40,45,33,41,49,61,54,99,111,135,90,115,110,95,77,92,109,1,0,0,0,1,1,0,1,1,0,2,0,0,0,0,1,0,1,2,0,17,21,15,10,18,27,9,18,14,12,31,30,17,12,20,38,10,25,18,13
69,244,MAPC,Randolph,248,291,330,325,268,290,227,271,147,82,0,3,4,2,2,1,2,1,4,1,666,786,784,838,823,714,637,617,325,199,8,1,2,4,3,5,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,2,0,0,1,1,2,0,0,8,1,2,0,0,1,1,7,0,0,13,9,14,9,12,12,15,14,7,1,0,0,2,0,1,0,1,1,1,1,0,0,2,0,1,0,1,1,1,1,11,4,10,4,8,6,8,7,4,0,11,5,10,4,9,6,9,7,7,0,38,42,46,26,40,43,29,25,22,13,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,7,8,8,12,11,4,9,6,4,13,10,11,10,15,14,3,17,8,6
70,246,MAPC,Reading,139,181,130,135,116,60,106,75,99,83,1,0,0,0,2,3,1,1,0,1,466,581,529,550,510,275,467,427,487,401,5,4,1,3,1,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,1,3,2,1,3,1,1,0,1,0,1,3,2,9,3,5,4,1,2,10,4,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,4,4,1,0,5,2,6,1,6,1,4,4,1,0,6,2,6,1,32,29,32,29,31,14,22,33,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,6,2,2,2,3,1,8,4,3,4,6,2,4,2,2,1
71,248,MAPC,Revere,468,471,593,449,446,420,347,345,298,313,3,5,4,6,2,4,5,3,0,3,808,1098,1230,935,863,777,667,607,559,659,4,7,2,6,2,10,7,7,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,0,8,3,4,5,9,3,2,1,4,0,8,3,4,5,10,20,12,11,18,27,30,22,29,24,25,1,1,2,0,0,2,2,2,0,1,1,1,2,0,0,2,2,2,0,1,10,7,6,14,20,21,11,20,19,19,12,8,6,18,21,21,12,20,20,20,34,37,73,48,45,54,37,36,38,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,18,13,10,17,11,11,8,11,16,14,20,14,13,20,11,15,15,15
72,251,MAPC,Rockland,155,169,177,174,140,134,127,124,116,51,3,1,1,0,0,3,1,0,1,2,317,372,385,368,340,246,236,239,198,126,3,2,5,4,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,3,0,3,2,0,0,3,2,4,3,3,0,3,3,0,0,7,2,5,3,7,5,5,6,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,2,4,2,5,5,5,6,0,1,6,3,4,2,5,5,9,6,0,1,22,18,19,16,11,15,7,14,10,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5,5,7,6,1,7,2,3,5,3,5,6,7,7,1,8,7,4,6,3
73,252,MAPC,Rockport,11,13,26,10,25,25,20,11,12,2,0,0,0,0,0,0,0,0,0,0,56,55,76,41,53,55,35,22,16,13,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,1,0,0,0,1,0,1,1,3,3,1,0,0,3,3,7,3,3,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
