74,258,MAPC,Salem,473,464,439,347,306,356,366,296,311,270,3,1,2,2,2,3,1,3,4,2,1071,1251,1238,1133,1062,964,980,858,838,894,20,25,20,21,22,12,17,14,24,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13,14,9,12,15,6,10,10,18,12,16,15,9,12,17,6,11,10,19,12,38,23,28,34,29,22,39,38,45,18,0,0,2,0,1,1,0,1,2,2,0,0,2,0,1,1,0,1,2,2,26,10,21,26,10,13,27,22,33,9,27,11,23,27,10,13,28,23,35,11,55,50,61,57,48,45,48,33,38,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,3,15,7,5,10,11,10,5,4,16,4,18,10,8,15,16,14,6,6
75,262,MAPC,Saugus,423,482,388,331,348,335,263,212,186,248,3,2,3,2,1,5,2,3,1,1,756,1023,1022,774,805,630,548,398,478,553,3,4,3,1,2,1,3,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,1,0,0,2,1,2,3,4,4,3,1,0,0,2,1,2,3,7,9,14,5,8,10,10,7,10,17,1,2,0,1,0,1,1,1,0,1,1,2,0,2,0,1,1,1,0,1,5,5,11,3,7,8,7,6,9,15,5,6,11,3,8,9,10,7,9,17,47,37,41,38,39,26,27,15,29,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17,11,10,9,7,5,3,6,6,4,26,14,15,9,8,8,4,6,9,4
76,264,MAPC,Scituate,53,39,45,40,27,26,17,19,36,47,1,0,1,2,0,0,2,0,1,0,104,121,120,107,105,67,66,47,146,169,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,2,0,1,1,0,1,1,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,1,0,5,0,0,2,0,0,0,1,1,5,3,5,6,4,5,4,4,13,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,3,1,1,3,0,2,0,2,1,0,4,1,2,3,0
77,266,MAPC,Sharon,129,148,109,98,97,92,90,88,112,126,1,1,5,1,1,1,2,1,1,0,346,420,343,378,296,299,273,274,297,342,0,5,3,5,3,3,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,1,1,1,2,5,0,2,3,4,2,1,1,1,2,5,1,1,2,3,5,1,2,3,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,2,3,1,0,1,0,1,2,1,2,2,4,1,0,1,1,1,12,29,13,13,16,13,14,16,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,3,0,4,6,4,3,6,4,4,3,4,0,4,6,4,4
78,269,MAPC,Sherborn,57,64,46,51,52,47,50,37,63,51,0,0,0,0,0,0,0,0,0,0,158,151,144,122,139,129,124,148,150,145,0,1,1,1,1,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,4,8,5,4,5,5,5,7,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,1,2,0,2,2,2,1,1,2,0,1,2,0
79,274,MAPC,Somerville,457,535,520,529,491,373,355,327,334,343,2,2,1,3,1,3,1,4,0,1,1013,1363,1545,1396,1289,959,855,746,769,810,37,38,39,47,61,60,56,40,48,70,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,31,30,26,34,44,37,44,34,32,48,31,30,26,34,45,40,44,36,32,48,45,49,40,52,50,51,51,54,59,51,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,31,31,30,38,39,36,40,43,47,37,33,33,31,42,39,41,43,45,52,44,56,76,81,88,86,77,68,58,67,71,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7,11,16,17,11,7,9,11,4,12,8,17,17,20,11,10,11,12,4,17
80,277,MAPC,Southborough,74,108,91,99,79,68,34,57,43,56,1,2,0,2,1,2,0,1,0,1,240,289,252,278,279,266,131,274,204,179,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,1,1,0,0,1,0,2,2,1,0,1,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,12,24,17,19,19,27,12,28,19,15,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,8,2,5,3,5,1,3,3,5,1,11,5,5,3,5,1,4,3,5
81,284,MAPC,Stoneham,185,224,194,199,183,129,135,145,117,141,1,2,0,2,3,0,0,0,2,0,503,609,594,556,518,361,335,334,301,338,0,4,4,4,1,2,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,1,2,1,0,3,0,4,1,4,0,1,2,1,0,3,8,7,4,5,11,5,4,5,4,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,4,1,3,8,2,3,4,3,5,5,6,1,3,10,2,5,4,3,6,26,26,34,25,18,14,20,8,18,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,8,10,3,5,0,2,2,2,3,9,17,12,5,7,0,2,3,4,3
82,285,MAPC/OCPC,Stoughton,318,285,338,287,248,295,220,264,220,225,1,5,1,3,1,3,5,1,3,2,795,891,867,830,730,712,600,700,694,625,6,10,10,5,6,8,5,15,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,1,4,5,3,11,4,2,4,6,7,1,4,5,3,12,4,2,10,4,15,8,17,7,9,6,12,8,1,0,0,0,0,1,2,0,1,1,1,0,0,0,0,1,2,0,1,1,6,2,14,5,12,6,4,5,10,6,9,2,15,6,12,6,5,8,11,7,62,61,73,46,45,49,38,44,35,43,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,13,10,12,10,3,8,6,5,5,7,17,13,21,13,3,14,9,7,7,11
83,286,MAPC,Stow,34,35,26,46,38,25,24,16,24,23,0,0,0,0,0,0,0,0,0,1,116,137,114,116,98,88,76,48,111,77,0,0,2,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,1,0,0,1,0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,4,4,6,6,3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,2
84,288,MAPC,Sudbury,120,118,101,90,109,88,113,97,96,79,0,0,1,0,0,3,1,2,1,1,367,403,333,322,357,264,292,272,267,241,0,2,4,6,0,2,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,1,1,4,3,3,0,1,3,4,0,1,1,4,3,3,2,4,2,0,3,4,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,4,2,1,2,4,1,4,2,0,0,5,2,1,2,4,16,13,15,18,25,15,9,10,13,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,4,6,3,2,2,1,2,4,2,0,4,7,7,3,4,1,2
85,291,MAPC,Swampscott,95,131,128,112,78,73,111,148,77,83,1,0,0,1,0,0,0,0,0,0,202,269,233,245,213,181,154,179,133,157,5,3,4,6,2,5,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,1,2,1,2,2,2,1,1,0,1,1,2,1,2,5,4,5,5,7,5,4,3,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,2,1,2,2,1,2,1,2,0,1,2,1,2,11,13,16,11,15,7,7,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,5,4,1,1,3,2,0,4,1,10,5,7,2,2,6,4,0
86,298,MAPC,Topsfield,71,74,37,51,42,50,47,41,40,21,1,1,0,0,1,0,0,0,0,0,145,156,121,112,111,98,97,74,72,65,1,1,2,2,2,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,0,0,2,0,1,0,1,1,2,3,0,0,3,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,9,12,2,6,6,9,5,4,6,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,3,1,1,1,0,3,4,0,2,0,2,2,2,1,0
87,305,MAPC,Wakefield,194,184,187,157,132,139,67,20,103,100,2,1,4,0,2,5,1,0,0,0,474,509,537,441,399,395,198,63,425,460,6,2,10,4,7,7,3,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,2,7,7,3,0,7,6,4,2,7,2,7,7,3,0,7,6,12,7,6,5,8,9,2,3,13,12,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,9,4,4,4,5,6,1,2,9,9,10,7,5,4,5,8,1,3,9,9,26,32,34,26,26,29,12,3,23,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,7,3,5,6,0,1,4,3,10,6,7,4,6,6,0,1,4,3
88,307,MAPC,Walpole,189,195,170,123,144,138,135,132,153,132,1,0,2,1,0,4,4,0,0,1,514,542,538,469,488,413,404,416,420,417,2,0,3,2,2,2,4,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,3,1,0,0,2,0,1,0,1,0,3,1,7,3,4,4,1,7,7,7,7,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,3,0,2,4,4,5,3,2,1,2,3,0,2,5,4,5,3,33,35,27,21,19,19,28,30,20,27,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6,5,2,3,4,4,3,6,6,4,11,7,7,3,4,5,4,7,7,6
89,308,MAPC,Waltham,504,433,444,406,456,431,463,440,379,406,4,0,2,3,0,1,5,4,1,2,1491,1629,1660,1264,1574,1428,1414,1413,1295,1401,26,16,28,9,28,34,19,26,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,22,6,17,25,14,20,20,20,16,11,22,6,18,25,15,20,21,20,32,30,39,25,50,35,27,45,42,33,2,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,1,1,0,22,16,23,15,34,27,24,39,35,26,25,17,27,15,37,27,27,40,39,26,87,120,113,79,103,84,92,86,87,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,9,13,13,9,16,6,13,14,14,15,14,20,15,10,18,7,20,14
90,314,MAPC,Watertown,182,247,169,177,164,135,153,149,183,152,2,0,4,0,1,1,0,0,0,1,445,569,532,540,454,349,328,336,423,373,8,6,6,9,9,12,10,13,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,7,8,10,9,11,20,7,2,4,4,7,8,10,9,11,21,7,16,12,23,14,18,23,20,16,24,20,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,11,8,17,8,13,19,20,14,20,14,11,8,17,8,18,20,21,14,20,16,29,37,34,29,27,27,24,30,25,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,5,3,4,3,7,3,6,7,3,7,6,3,6,3,8,3,8,10
91,315,MAPC,Wayland,87,84,65,76,46,78,57,76,63,70,0,0,1,0,1,1,1,0,0,0,288,295,274,234,174,192,199,254,225,264,1,4,1,1,0,2,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,1,0,1,0,0,0,1,0,3,2,0,1,2,2,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,2,0,1,0,0,2,0,18,26,26,11,10,13,14,18,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,3,2,4,3,6,0,2,9,7,9,3,3,4,4,7,0,2
92,317,MAPC,Wellesley,244,230,197,188,149,149,152,159,138,169,0,0,0,3,1,0,2,0,2,1,947,1074,930,936,885,757,909,832,859,885,9,4,7,10,8,7,12,11,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,2,5,7,7,4,10,6,3,6,7,2,5,7,7,4,10,6,3,6,20,8,7,12,12,2,9,8,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,6,8,6,1,6,7,6,8,16,7,6,8,6,1,6,7,6,8,64,95,70,74,49,41,44,51,45,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6,11,9,11,8,6,5,3,5,4,6,12,9,11,9,6,6,3,8,4
93,320,MAPC,Wenham,22,44,26,31,18,19,24,20,23,17,0,1,0,0,1,0,1,0,0,1,85,96,82,97,88,53,76,75,46,60,1,0,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,2,2,0,2,1,0,0,1,0,0,5,3,5,8,7,4,2,4,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,2,2,0,0,1,2,2,1,1,1,3,4,1
94,333,MAPC,Weston,200,191,220,153,181,147,153,145,164,160,2,4,1,4,2,0,0,0,3,1,563,637,559,552,608,532,440,484,558,636,3,2,2,3,3,4,2,6,8,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,1,3,1,2,4,8,2,2,1,2,1,3,1,2,4,8,2,1,1,0,3,4,2,2,1,4,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,2,1,4,2,0,0,0,3,2,4,2,1,5,3,71,65,42,52,58,56,46,54,62,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,11,7,10,7,8,10,3,8,4,15,14,14,10,10,8,13,3,10,4
95,335,MAPC,Westwood,193,184,164,128,158,121,119,115,91,126,1,0,0,1,1,1,0,0,0,1,427,511,513,465,531,411,445,414,451,517,1,2,1,1,2,1,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,3,2,3,2,0,2,0,1,2,1,3,2,3,2,0,3,3,8,2,1,0,4,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,1,1,0,4,3,2,0,2,2,3,1,1,0,5,3,2,32,38,26,18,41,31,34,43,28,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,13,3,7,2,10,5,7,4,0,13,17,5,9,2,12,5,10,4,0
96,336,MAPC,Weymouth,449,509,458,447,409,444,418,457,402,417,4,3,0,0,1,2,0,6,4,0,1515,1693,1637,1503,1405,1427,1432,1505,1353,1245,10,7,6,3,12,5,9,5,9,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,1,1,8,3,7,4,6,4,4,5,1,1,8,3,9,4,6,4,22,28,17,16,17,23,24,38,26,27,0,2,0,0,0,2,0,2,1,0,0,2,0,0,0,2,0,2,1,0,12,15,8,9,11,17,19,32,19,24,13,17,8,9,11,19,20,34,19,25,77,73,64,58,70,68,70,72,74,65,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,11,12,9,6,16,11,11,11,13,12,17,13,11,8,18,13,12,14,21,18
97,342,MAPC,Wilmington,325,242,218,280,230,237,214,218,178,200,3,1,3,0,1,1,1,3,0,1,628,654,625,642,668,561,528,576,518,590,2,0,3,6,2,8,7,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,7,4,3,1,2,1,0,3,2,3,7,4,3,1,2,1,7,2,6,5,4,5,6,7,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,5,4,4,4,3,6,3,1,5,0,5,6,5,4,3,6,3,59,36,45,43,52,39,31,57,27,53,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,14,7,9,9,3,10,8,9,3,9,16,10,10,14,3,14,9,15,4,10
98,344,MAPC,Winchester,104,83,84,71,67,39,14,61,62,43,0,1,2,0,0,0,1,0,0,0,315,386,335,367,367,191,38,297,255,231,8,4,3,4,0,4,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,2,0,1,7,2,4,3,2,1,0,2,0,1,7,2,4,6,2,3,5,1,1,10,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,0,1,2,3,3,3,2,0,1,3,0,1,2,3,3,16,29,15,25,18,14,4,27,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,2,0,1,2,1,0,0,0,1,1,2
99,346,MAPC,Winthrop,39,46,52,44,29,44,39,27,19,37,0,0,1,0,0,0,0,0,0,0,153,164,198,159,152,133,113,97,99,156,1,3,2,1,3,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,2,1,1,1,0,3,1,0,2,0,2,1,1,1,11,3,6,7,6,8,10,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,6,2,7,7,2,2,6,8,1,3,6,2,7,8,2,2,7,7,9,13,9,7,15,5,2,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,1,0,0,0,1,1,4,0,1,0,1
100,347,MAPC,Woburn,389,513,531,494,537,430,391,277,344,286,2,5,2,1,3,3,1,1,2,0,1102,1410,1527,1533,1490,1212,1116,982,1081,967,7,11,13,7,21,11,17,10,13,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,7,6,4,15,7,11,7,8,4,3,7,7,4,16,7,12,7,8,4,11,15,20,17,21,20,11,11,19,13,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,9,6,10,10,14,12,4,5,10,8,9,6,11,11,18,16,4,6,12,8,83,96,127,93,116,91,79,79,97,78,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,17,29,24,24,18,10,17,19,16,15,22,35,29,30,23,16,18,26,19
101,350,MAPC,Wrentham,147,149,128,132,144,138,122,107,126,132,1,0,6,1,3,2,1,2,0,1,306,377,377,330,294,266,315,320,340,377,1,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,3,7,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,0,26,19,26,14,14,17,20,24,11,17,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,6,4,4,4,6,4,7,1,3,14,8,4,4,7,6,5,8,2,3
999,999,MAPC,Total,22635,25423,24568,21982,20568,17941,17270,15948,16252,16356,157,131,145,147,134,135,117,125,135,105,59201,73069,71643,66774,62223,51209,48715,46686,48945,50262,631,604,696,708,779,834,874,771,924,871,6,2,4,5,3,1,5,3,5,2,6,2,4,5,3,1,5,3,6,2,385,362,424,426,485,525,563,502,622,576,402,377,440,442,503,550,577,518,638,586,1055,992,1035,1094,1170,1096,1249,1239,1374,1285,39,32,36,31,46,29,31,27,31,35,39,32,36,32,46,29,31,27,31,35,649,571,600,669,692,706,803,840,942,892,705,617,632,716,750,764,875,899,1011,976,3405,4141,3921,3614,3668,3110,2871,2970,2878,3288,19,7,9,10,10,10,10,16,14,10,20,7,10,10,12,11,10,17,15,10,631,733,691,635,573,552,502,532,446,485,880,961,885,814,738,730,645,700,592,622